id	name	lv	desc	desc2	group	key	next_id	nFightSkillId	costId	icon	icon2	range_key	jPropertys
312105	タレント効果312105	5	攻撃を受けた後,24%の確率で攻撃者に氷結を付与	テスト2<skillEff=中毒>	3121	312105		312105		1	1	one	
320805	理性の刃	5	ダメージを与えた後,追加で対象の耐久値上限1%分の<skillEff=固定ダメージ>を与える,最多自身の攻撃力の50%.味方対象が<skillEff=戦闘不能>になる毎に,自身の与ダメージ<color=#FFC432>+15%</color>	ダメージを与えた後,追加で対象の耐久値上限1%分の<skillEff=固定ダメージ>を与える,最多自身の攻撃力の50%.味方対象が<skillEff=戦闘不能>になる毎に,自身の与ダメージ<color=#FFC432>+15%</color>	3208	320805		320805		3208	5	one	
329505	エウカリスト	5	自身が会心ダメージを与えた時,対象に付与されている残痕1スタック毎に,追加で与ダメージ<color=#FFC432>+10%</color>	自身が会心ダメージを与えた時,対象に付与されている残痕1スタック毎に,追加で与ダメージ<color=#FFC432>+10%</color>	3295	329505		329505		3295	5	one	
338205	火を灯す	5	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>3</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+5%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+10%</color>	自身のターン開始時,自身の<skillEff=不利効果>を<color=#FFC432>3</color>つ解除.解除された<skillEff=不利効果>1つ毎に,自身に<color=#33CCFF>火を灯す</color>を1スタック付与,最多3スタック,解除不可.<color=#33CCFF>火を灯す</color>:自身の与ダメージ<color=#FFC432>+5%</color>,大型対象(6マス以上)への与ダメージ追加で<color=#FFC432>+10%</color>	3382	338205		338205		3382	5	one	
307501	タレント効果307501	1	ターン開始時,20%の確率で自身に耐久値上限10%に相当するシールドを付与	テスト2<skillEff=中毒>	3075	307501	307502	307501	2002	1	1	one	
316201	シールド貫通	1	[収束砲]を発動する時,対象の防御力<color=#FFC432>80</color>無視	[収束砲]を発動する時,対象の防御力<color=#FFC432>160</color>無視	3162	316201	316202	316201	2001	3162	1	one	
324901	毒素急変	1	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+10%</color>	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+15%</color>	3249	324901	324902	324901	2004	3249	5	one	
333601	後成遺伝	1	場にいる時,味方全体の被会心率<color=#FFC432>-3%</color>	場にいる時,味方全体の被会心率<color=#FFC432>-6%</color>	3336	333601	333602	333601	2003	3336	5	one	
307502	タレント効果307502	2	ターン開始時,30%の確率で自身に耐久値上限10%に相当するシールドを付与	テスト2<skillEff=中毒>	3075	307502	307503	307502	3002	1	1	one	
316202	シールド貫通	2	[収束砲]を発動する時,対象の防御力<color=#FFC432>160</color>無視	[収束砲]を発動する時,対象の防御力<color=#FFC432>240</color>無視	3162	316202	316203	316202	3001	3162	1	one	
324902	毒素急変	2	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+15%</color>	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+20%</color>	3249	324902	324903	324902	3004	3249	5	one	
333602	後成遺伝	2	場にいる時,味方全体の被会心率<color=#FFC432>-6%</color>	場にいる時,味方全体の被会心率<color=#FFC432>-9%</color>	3336	333602	333603	333602	3003	3336	5	one	
307503	タレント効果307503	3	ターン開始時,40%の確率で自身に耐久値上限10%に相当するシールドを付与	テスト2<skillEff=中毒>	3075	307503	307504	307503	4006	1	1	one	
316203	シールド貫通	3	[収束砲]を発動する時,対象の防御力<color=#FFC432>240</color>無視	[収束砲]を発動する時,対象の防御力<color=#FFC432>320</color>無視	3162	316203	316204	316203	4005	3162	1	one	
324903	毒素急変	3	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+20%</color>	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+25%</color>	3249	324903	324904	324903	4004	3249	5	one	
333603	後成遺伝	3	場にいる時,味方全体の被会心率<color=#FFC432>-9%</color>	場にいる時,味方全体の被会心率<color=#FFC432>-12%</color>	3336	333603	333604	333603	4003	3336	5	one	
307504	タレント効果307504	4	ターン開始時,50%の確率で自身に耐久値上限10%に相当するシールドを付与	テスト2<skillEff=中毒>	3075	307504	307505	307504	5006	1	1	one	
316204	シールド貫通	4	[収束砲]を発動する時,対象の防御力<color=#FFC432>320</color>無視	[収束砲]を発動する時,対象の防御力<color=#FFC432>400</color>無視	3162	316204	316205	316204	5005	3162	1	one	
324904	毒素急変	4	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+25%</color>	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+30%</color>	3249	324904	324905	324904	5004	3249	5	one	
333604	後成遺伝	4	場にいる時,味方全体の被会心率<color=#FFC432>-12%</color>	場にいる時,味方全体の被会心率<color=#FFC432>-15%</color>	3336	333604	333605	333604	5003	3336	5	one	
307505	タレント効果307505	5	ターン開始時,60%の確率で自身に耐久値上限10%に相当するシールドを付与	テスト2<skillEff=中毒>	3075	307505		307505		1	1	one	
316205	シールド貫通	5	[収束砲]を発動する時,対象の防御力<color=#FFC432>400</color>無視	[収束砲]を発動する時,対象の防御力<color=#FFC432>400</color>無視	3162	316205		316205		3162	1	one	
324905	毒素急変	5	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+30%</color>	自身が<skillEff=劣化>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+30%</color>	3249	324905		324905		3249	5	one	
333605	後成遺伝	5	場にいる時,味方全体の被会心率<color=#FFC432>-15%</color>	場にいる時,味方全体の被会心率<color=#FFC432>-15%</color>	3336	333605		333605		3336	5	one	
302901	強制対流	1	[スパークルビーム]を発動した後,<color=#FFC432>30%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	[スパークルビーム]を発動した後,<color=#FFC432>35%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	3029	302901	302902	302901	2004	3029	2	one	
311601	タレント効果311601	1	EN障壁が付与されている対象を攻撃する時,攻撃毎に,追加で対象の耐久値上限2%分のダメージを与える,最多攻撃者の攻撃力24%	テスト2<skillEff=中毒>	3116	311601	311602	311601	2003	1	1	one	
320301	方程式崩壊	1	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>20%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%と被ダメージ+30%	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>40%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%,被ダメージ+30%	3203	320301	320302	320301	2002	3203	5	one	
329001	フロストシード	1	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+2%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+4%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	3290	329001	329002	329001	2001	3290	5	one	
302902	強制対流	2	[スパークルビーム]を発動した後,<color=#FFC432>35%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	[スパークルビーム]を発動した後,<color=#FFC432>40%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	3029	302902	302903	302902	3004	3029	2	one	
311602	タレント効果311602	2	EN障壁が付与されている対象を攻撃する時,攻撃毎に,追加で対象の耐久値上限3%分のダメージを与える,最多攻撃者の攻撃力36%	テスト2<skillEff=中毒>	3116	311602	311603	311602	3003	1	1	one	
320302	方程式崩壊	2	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>40%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%と被ダメージ+30%	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>60%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%,被ダメージ+30%	3203	320302	320303	320302	3002	3203	5	one	
329002	フロストシード	2	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+4%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+6%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	3290	329002	329003	329002	3001	3290	5	one	
302903	強制対流	3	[スパークルビーム]を発動した後,<color=#FFC432>40%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	[スパークルビーム]を発動した後,<color=#FFC432>45%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	3029	302903	302904	302903	4008	3029	2	one	
311603	タレント効果311603	3	EN障壁が付与されている対象を攻撃する時,攻撃毎に,追加で対象の耐久値上限4%分のダメージを与える,最多攻撃者の攻撃力48%	テスト2<skillEff=中毒>	3116	311603	311604	311603	4007	1	1	one	
320303	方程式崩壊	3	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>60%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%と被ダメージ+30%	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>80%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%,被ダメージ+30%	3203	320303	320304	320303	4006	3203	5	one	
329003	フロストシード	3	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+6%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+8%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	3290	329003	329004	329003	4005	3290	5	one	
302904	強制対流	4	[スパークルビーム]を発動した後,<color=#FFC432>45%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	[スパークルビーム]を発動した後,<color=#FFC432>50%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	3029	302904	302905	302904	5008	3029	2	one	
311604	タレント効果311604	4	EN障壁が付与されている対象を攻撃する時,攻撃毎に,追加で対象の耐久値上限5%分のダメージを与える,最多攻撃者の攻撃力60%	テスト2<skillEff=中毒>	3116	311604	311605	311604	5007	1	1	one	
320304	方程式崩壊	4	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>80%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%と被ダメージ+30%	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>100%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%,被ダメージ+30%	3203	320304	320305	320304	5006	3203	5	one	
329004	フロストシード	4	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+8%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+10%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	3290	329004	329005	329004	5005	3290	5	one	
302905	強制対流	5	[スパークルビーム]を発動した後,<color=#FFC432>50%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	[スパークルビーム]を発動した後,<color=#FFC432>50%</color>の確率で対象の現在会心率を30%吸収,2ターン継続	3029	302905		302905		3029	2	one	
311605	タレント効果311605	5	EN障壁が付与されている対象を攻撃する時,攻撃毎に,追加で対象の耐久値上限6%分のダメージを与える,最多攻撃者の攻撃力72%	テスト2<skillEff=中毒>	3116	311605		311605		1	1	one	
320305	方程式崩壊	5	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>100%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%,被ダメージ+30%	[侵襲]で<color=#33CCFF>感染</color>が付与されている対象を攻撃する時,<color=#FFC432>100%</color>の<skillEff=基礎確率>で<color=#33CCFF>感染</color>を<color=#33CCFF>感染崩壊</color>に転化,2ターン継続<color=#FFC432>感染崩壊</color>:効果抵抗-30%,被ダメージ+30%	3203	320305		320305		3203	5	one	
329005	フロストシード	5	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+10%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	[アイスガード]を発動する時,対象に<skillEff=氷結>を付与する<skillEff=基礎確率><color=#FFC432>+10%</color>.攻撃を受けた時,且つ攻撃者に<skillEff=機動力弱体>付与されている時,<skillEff=機動力弱体>を解除し,<skillEff=氷結>を付与,1ターン継続	3290	329005		329005		3290	5	one	
337705	楽園の祝拓	5	戦闘開始時,自身にSP<color=#FFC432>+25</color>,シンクロ状態スキルの消費SP<color=#FFC432>-40%</color>	戦闘開始時,自身にSP<color=#FFC432>+25</color>,シンクロ状態スキルの消費SP<color=#FFC432>-40%</color>	3377	337705		337705		3377	5	one	
307001	タレント効果307001	1	味方を回復する時,20%の確率で対象に発動者の耐久値上限5%に相当するシールドを付与	テスト2<skillEff=中毒>	3070	307001	307002	307001	2001	1	1	one	
315701	合金貫通	1	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+6%</color>	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+12%</color>	3157	315701	315702	315701	2004	3157	1	one	
324401	バトルロック	1	[ソニックタックル]を発動した後,<color=#FFC432>20%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	[ソニックタックル]を発動した後,<color=#FFC432>40%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	3244	324401	324402	324401	2003	3244	5	one	
333101	GGG2	1	EN攻撃を受けた時,被ダメージ-4%	強化スキル2,スキルダメージ+10%,30%の確率で対象の防御力-20%,2ターン継続	3331	333101	333102	333101	2002	3328	5	one	
307002	タレント効果307002	2	味方を回復する時,30%の確率で対象に発動者の耐久値上限5%に相当するシールドを付与	テスト2<skillEff=中毒>	3070	307002	307003	307002	3001	1	1	one	
315702	合金貫通	2	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+12%</color>	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+18%</color>	3157	315702	315703	315702	3004	3157	1	one	
324402	バトルロック	2	[ソニックタックル]を発動した後,<color=#FFC432>40%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	[ソニックタックル]を発動した後,<color=#FFC432>60%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	3244	324402	324403	324402	3003	3244	5	one	
333102	GGG2	2	EN攻撃を受けた時,被ダメージ-8%	強化スキル2,スキルダメージ+10%,35%の確率で対象の防御力-20%,2ターン継続	3331	333102	333103	333102	3002	3328	5	one	
307003	タレント効果307003	3	味方を回復する時,40%の確率で対象に発動者の耐久値上限5%に相当するシールドを付与	テスト2<skillEff=中毒>	3070	307003	307004	307003	4001	1	1	one	
315703	合金貫通	3	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+18%</color>	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+24%</color>	3157	315703	315704	315703	4008	3157	1	one	
324403	バトルロック	3	[ソニックタックル]を発動した後,<color=#FFC432>60%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	[ソニックタックル]を発動した後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	3244	324403	324404	324403	4007	3244	5	one	
333103	GGG2	3	EN攻撃を受けた時,被ダメージ-12%	強化スキル2,スキルダメージ+10%,40%の確率で対象の防御力-20%,2ターン継続	3331	333103	333104	333103	4006	3328	5	one	
307004	タレント効果307004	4	味方を回復する時,50%の確率で対象に発動者の耐久値上限5%に相当するシールドを付与	テスト2<skillEff=中毒>	3070	307004	307005	307004	5001	1	1	one	
315704	合金貫通	4	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+24%</color>	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+30%</color>	3157	315704	315705	315704	5008	3157	1	one	
324404	バトルロック	4	[ソニックタックル]を発動した後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	[ソニックタックル]を発動した後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	3244	324404	324405	324404	5007	3244	5	one	
333104	GGG2	4	EN攻撃を受けた時,被ダメージ-16%	強化スキル2,スキルダメージ+10%,45%の確率で対象の防御力-20%,2ターン継続	3331	333104	333105	333104	5006	3328	5	one	
307005	タレント効果307005	5	味方を回復する時,60%の確率で対象に発動者の耐久値上限5%に相当するシールドを付与	テスト2<skillEff=中毒>	3070	307005		307005		1	1	one	
315705	合金貫通	5	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+30%</color>	自身が<skillEff=物理障壁>が付与されている対象を攻撃する時,追加で与ダメージ<color=#FFC432>+30%</color>	3157	315705		315705		3157	1	one	
324405	バトルロック	5	[ソニックタックル]を発動した後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	[ソニックタックル]を発動した後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象の効果抵抗-30%,2ターン継続	3244	324405		324405		3244	5	one	
333105	GGG2	5	EN攻撃を受けた時,被ダメージ-20%	強化スキル2,スキルダメージ+10%,50%の確率で対象の防御力-20%,2ターン継続	3331	333105		333105		3328	5	one	
302401	自立作戦	1	自身が単体スキルで攻撃する時,<color=#FFC432>40%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	自身が単体スキルで攻撃する時,<color=#FFC432>50%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	3024	302401	302402	302401	2003	3024	2	one	
311101	適者生存	1	ターン開始時,且つ自身の耐久値が<color=#FFC432>30%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	ターン開始時,且つ自身の耐久値が<color=#FFC432>40%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	3111	311101	311102	311101	2002	3111	1	one	
319801	灼熱烙印	1	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+10%</color>	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+20%</color>	3198	319801	319802	319801	2001	3198	5	one	
328501	スカイリフト	1	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.1%</color>	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.2%</color>	3285	328501	328502	328501	2004	3285	5	one	
302402	自立作戦	2	自身が単体スキルで攻撃する時,<color=#FFC432>50%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	自身が単体スキルで攻撃する時,<color=#FFC432>60%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	3024	302402	302403	302402	3003	3024	2	one	
311102	適者生存	2	ターン開始時,且つ自身の耐久値が<color=#FFC432>40%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	ターン開始時,且つ自身の耐久値が<color=#FFC432>50%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	3111	311102	311103	311102	3002	3111	1	one	
319802	灼熱烙印	2	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+20%</color>	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+30%</color>	3198	319802	319803	319802	3001	3198	5	one	
328502	スカイリフト	2	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.2%</color>	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.3%</color>	3285	328502	328503	328502	3004	3285	5	one	
302403	自立作戦	3	自身が単体スキルで攻撃する時,<color=#FFC432>60%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	自身が単体スキルで攻撃する時,<color=#FFC432>70%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	3024	302403	302404	302403	4003	3024	2	one	
311103	適者生存	3	ターン開始時,且つ自身の耐久値が<color=#FFC432>50%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	ターン開始時,且つ自身の耐久値が<color=#FFC432>60%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	3111	311103	311104	311103	4002	3111	1	one	
319803	灼熱烙印	3	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+30%</color>	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+40%</color>	3198	319803	319804	319803	4001	3198	5	one	
328503	スカイリフト	3	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.3%</color>	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.4%</color>	3285	328503	328504	328503	4008	3285	5	one	
302404	自立作戦	4	自身が単体スキルで攻撃する時,<color=#FFC432>70%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	自身が単体スキルで攻撃する時,<color=#FFC432>80%</color>の確率で<color=#FFC432>シュヴァルツ</color>が1回協力攻撃	3024	302404	302405	302404	5003	3024	2	one	
311104	適者生存	4	ターン開始時,且つ自身の耐久値が<color=#FFC432>60%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	ターン開始時,且つ自身の耐久値が<color=#FFC432>70%</color>より低い時,50%の確率で自身に耐久値上限10%分に相当する<skillEff=シールド>を付与	3111	311104	311105	311104	5002	3111	1	one	
319804	灼熱烙印	4	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+40%</color>	自身が<skillEff=火傷>が付与されている対象を攻撃する時,与ダメージ<color=#FFC432>+50%</color>	3198	319804	319805	319804	5001	3198	5	one	
328504	スカイリフト	4	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.4%</color>	自身が攻撃する時,余剰分の会心率1%毎に,追加で会心ダメージ<color=#FFC432>+1.5%</color>	3285	328504	328505	328504	5008	3285	5	one	
